"API_WellNo","County","CoName","Hole","SideTrck","Completion","Well_Typ","Field","Wl_Status","Well_Nm","town","Prod Form","MonthProd","GasProd","WaterProd","OilProd","Year"
"31009627850000","Cattaraugus","Carls, Kevin D","62785","00","00","OD","Chipmunk","PA","Chipmonk Road 3","Allegany","Chipmunk","12","","0","5","2010"
"31013122950000","Chautauqua","Empire Energy E & P, LLC","12295","00","00","GD","Lakeshore","AC","Deering 444","Arkwright","Medina","0","0","0","","2010"
"31013247710000","Chautauqua","PPP Future Development Inc.","24771","00","00","GD","Lakeshore","AC","Marsh 6-505","Poland","Medina","12","7932","0","0","2010"
"31009111090000","Cattaraugus","McCracken Energy Services, LLC","11109","00","00","OD","Chipmunk","AC","McCray P-2","Carrollton","Chipmunk & Bradford 2nd","12","502","0","154","2010"
"31009253270000","Cattaraugus","Dallas Energy, LLC","25327","00","00","OD","Chipmunk","AC","Potter Lumber PL20","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","857","936","486","2010"
"31003698360000","Allegany","Hogan Energy, Inc.","69836","00","00","OD","Clarksville","PA","Ferrington 410(G)","Clarksville","Not Applicable","0","0","0","0","2010"
"31029223540000","Erie","Empire Energy E & P, LLC","22354","00","00","GD","Brant-Eden","AC","Schulz P 1","Brant","Grimsby","12","1891","0","","2010"
"31009134230000","Cattaraugus","Iroquois Gas Corp.","13423","00","00","GD","Lakeshore","IN","Milks r47","Persia","Medina","0","0","0","0","2010"
"31009222370000","Cattaraugus","Empire Energy E & P, LLC","22237","00","00","GD","Lakeshore","AC","Ellis 2","Leon","Medina","12","576","0","0","2010"
"31013245060000","Chautauqua","PPP Future Development Inc.","24506","00","00","GD","Lakeshore","AC","Eckstrom 3-454","Busti","Medina","12","3553","120","0","2010"
"31013049720000","Chautauqua","Empire Energy E & P, LLC","04972","00","00","OD","Busti","AC","Anderson 4","Busti","Glade","6","","0","8","2010"
"31009253010001","Cattaraugus","PPP Future Development Inc.","25301","00","01","GD","Lakeshore","AC","Borda 2A","Leon","Medina","12","2203","25","0","2010"
"31013250000000","Chautauqua","Ellington Energy, Inc.","25000","00","00","GD","Lakeshore","IN","Fredonia State College 1","Pomfret","Medina","12","1381","120","0","2010"
"31009182800000","Cattaraugus","Stedman Energy, Inc.","18280","00","00","GD","Lakeshore","AC","Barton 2","Randolph","Medina","12","560","0","0","2010"
"31013192150000","Chautauqua","PPP Future Development Inc.","19215","00","00","GD","Lakeshore","IN","Brehm 2","Cherry Creek","Medina","12","474","6","","2010"
"31009665340000","Cattaraugus","W. A. Boser Oil","66534","00","00","OD","Chipmunk","AC","Maloney 6","Allegany","Chipmunk","12","","42","39","2010"
"31013107710000","Chautauqua","Empire Energy E & P, LLC","10771","00","00","GD","Lakeshore","AC","Meeder 163","Mina","Medina","12","1392","0","","2010"
"31029135350000","Erie","Stedman Energy, Inc.","13535","00","00","GD","Brant-Eden","AC","Fralick 1","Eden","Grimsby","10","928","0","0","2010"
"31003646120000","Allegany","Burdick, Jeffery H","64612","00","00","OD","Richburg","AC","Murphy 1","Bolivar","Richburg","12","","20","10","2010"
"31011213250000","Cayuga","Minard Run Oil Company","21325","00","00","GD","West Auburn","AC","Klock 1208","Springport","Queenston","10","11988","126","0","2010"
"31013170870000","Chautauqua","Greenridge Oil Company LLC","17087","00","00","GD","Lakeshore","AC","Wright 653","Westfield","Medina","12","1655","0","0","2010"
"31009185580000","Cattaraugus","Hydrocarbon Generation, Inc.","18558","00","00","GW","Hog Hollow","IN","Rogers 1","Machias","Medina","12","100","0","0","2010"
"31099212970000","Seneca","Minard Run Oil Company","21297","00","00","GD","Fayette-Waterloo","AC","Christenson 1125-2","Fayette","Queenston","12","2914","0","0","2010"
"31013100250000","Chautauqua","Empire Energy E & P, LLC","10025","00","00","GD","Lakeshore","AC","Robson 19","Portland","Medina","12","2340","0","","2010"
"31013243380000","Chautauqua","PPP Future Development Inc.","24338","00","00","GD","Lakeshore","AC","Brown 1","Hanover","Medina","12","5421","160","0","2010"
"31013177180000","Chautauqua","PPP Future Development Inc.","17718","00","00","GD","Lakeshore","AC","Josephson 3","Gerry","Medina","12","2746","45","0","2010"
"31009658540000","Cattaraugus","Thomas A Miller Oil Co.","65854","00","00","OD","Bradford","IN","McDivitt 6","Olean","Bradford","9","","0","21","2010"
"31009664070000","Cattaraugus","M. J. McCaffery Oil Co.","66407","00","00","OD","Chipmunk","NR","Hill 9","Carrollton","Chipmunk","1","","0","1","2010"
"31011207040000","Cayuga","Minard Run Oil Company","20704","00","00","GD","West Auburn","AC","Pethybridge 935-4","Springport","Queenston","12","2001","0","0","2010"
"31013121030000","Chautauqua","Empire Energy E & P, LLC","12103","00","00","GD","Lakeshore","AC","Waterman 1318","Hanover","Medina","12","873","0","","2010"
"31013110220000","Chautauqua","Empire Energy E & P, LLC","11022","00","00","GD","Lakeshore","AC","Barber C 158","Stockton","Medina","8","527","0","0","2010"
"31029129160000","Erie","Weil Resources, Inc.","12916","00","00","GD","Lakeview","AC","Mann 1","Evans","Medina","12","118","0","","2010"
"31003662840000","Allegany","J. J. Bucher Producing Corporation","66284","00","00","OD","Richburg","AC","Perry 13","Bolivar","Richburg","6","","45","30","2010"
"31029217650000","Erie","Pefley Oil & Gas, Inc.","21765","00","00","GE","Central Wales","IN","Adams 1","Aurora","Onondaga","12","200","0","0","2010"
"31003245240000","Allegany","Nathan Petroleum Corp., Yahn & Yahn Inc","24524","00","00","OD","Beech Hill-Independence","AC","Austin 16Y","Independence","Fulmer Valley","12","481","4","85","2010"
"31013225280000","Chautauqua","PPP Future Development Inc.","22528","00","00","OD","Gerry-Charlotte","IN","Marucci 3","Gerry","Bass Island","12","43","0","0","2010"
"31009187730000","Cattaraugus","Markham, Charles A., Jr. & Janet E.","18773","00","00","GD","Lakeshore","AC","Markham 1 6385","Dayton","Medina","12","100","0","0","2010"
"31009198410000","Cattaraugus","Copper Ridge Oil, Inc.","19841","00","00","OD","Five Mile","AC","Edstrom 13","Allegany","Bradford","4","","1","6","2010"
"31009218310000","Cattaraugus","Frank H. Stephan Oil Group","21831","00","00","OD","Bradford","PA","Geiger Hollow 240","Allegany","Bradford","12","","3","11","2010"
"31003555270000","Allegany","Ashe Oil Company","55527","00","00","IW","Richburg","IN","Central 079","Scio","Richburg","0","0","0","0","2010"
"31121030770000","Wyoming","United States Gypsum Company","03077","00","00","GD","Danley Corners","AC","Storch 1","Bennington","Medina","12","2211","20","0","2010"
"31003664890000","Allegany","Burdick, Jeffery H","66489","00","00","OD","Fulmer Valley","AC","Ackerman 8","Andover","Fulmer Valley","12","","7","21","2010"
"31013121710000","Chautauqua","Empire Energy E & P, LLC","12171","00","00","GD","Lakeshore","AC","Gibson 1338","Dunkirk","Medina","12","1201","0","","2010"
"31013243720000","Chautauqua","Curtis & Son Oil, Inc.","24372","00","00","OD","Busti","AC","Anderson 17","Busti","Glade","5","","0","54","2010"
"31029218350000","Erie","Stedman Energy, Inc.","21835","00","00","GD","North Collins","AC","Windmill 1","North Collins","Medina","7","665","0","0","2010"
"31003667300000","Allegany","Clark, Ralph","66730","00","00","IW","Richburg","IN","Clark 20","Genesee","Richburg","0","0","0","0","2010"
"31009223700000","Cattaraugus","McCracken Oil & Gas, LLC","22370","00","00","OD","Bradford","AC","Goodman w19","Carrollton","Bradford","12","","2","22","2010"
"31013153680000","Chautauqua","Empire Energy E & P, LLC","15368","00","00","GD","Lakeshore","AC","Vernon, L 2","Westfield","Medina","0","0","0","","2010"
"31013243100000","Chautauqua","PPP Future Development Inc.","24310","00","00","GD","Lakeshore","AC","Kocur 1","Carroll","Medina","12","2511","50","0","2010"
"31009114440000","Cattaraugus","McCracken Oil & Gas, LLC","11444","00","00","OD","Chipmunk","AC","Birch Run 2a","Allegany","Chipmunk & Bradford 3rd","12","","0","39","2010"
"31003253950000","Allegany","Sam Koehler Enterprises, Inc.","25395","00","00","OD","Fulmer Valley","AC","Joyce 30","Andover","Upper Devonian","12","476","305","304","2010"
"31009248580001","Cattaraugus","PPP Future Development Inc.","24858","00","01","GD","East Otto","AC","Beiter 1A","East Otto","Medina","12","8625","100","0","2010"
"31009627760000","Cattaraugus","Mills, Cary","62776","00","00","OD","Bradford","AC","Hamm 8","Carrollton","Bradford & Chipmunk","12","","2","16","2010"
"31029038100000","Erie","Iroquois Gas Corp.","03810","00","00","DW","Wales","UM","Reed Robert 1","Lackawanna","Medina","0","0","0","0","2010"
"31013154180000","Chautauqua","Empire Energy E & P, LLC","15418","00","00","GD","Lakeshore","AC","Olmstead, F 1","Gerry","Medina","12","649","0","","2010"
"31029169560000","Erie","Frey Well Drilling, Inc.","16956","00","00","GE","Buffalo Creek","PA","Becher-Pouthier 1","Wales","Medina","0","0","0","0","2010"
"31013050050000","Chautauqua","Decker, James K. & Tiffany J.","05005","00","00","OD","Busti","AC","Sperry 1","Busti","Glade","12","","0","90","2010"
"31009052630000","Cattaraugus","Cal Ban Corp.","05263","00","00","OD","Five Mile","NR","Overton 2","Allegany","Bradford","1","2","1","2","2010"
"31013233940000","Chautauqua","PPP Future Development Inc.","23394","00","00","GD","Lakeshore","AC","Cheney M. 2","Kiantone","Medina","12","2883","0","0","2010"
"31003603600000","Allegany","Alma Gas Company, Inc.","60360","00","00","GD","Sharon","AC","Dickenson (Jones) 2123","Alma","Upper Devonian","12","269","0","0","2010"
"31009120860000","Cattaraugus","SWEPI LP","12086","00","00","OD","Bradford","PA","Enterprise Transit St 57","Allegany","Bradford Third","12","0","0","90","2010"
"31003080370000","Allegany","Plants and Goodwin, Inc.","08037","00","00","OD","Richburg","PA","Green 281","Bolivar","Richburg","12","0","3","4","2010"
"31003699070000","Allegany","Ashe Oil Company","69907","00","00","OD","Richburg","IN","Central 73","Scio","Richburg","3","","0","2","2010"
"31051173690000","Livingston","Lenape Resources LLC","17369","00","00","GD","Uhley Corners-Caledonia","IN","Ayers 155","York","Medina","12","83","0","0","2010"
"31013179190000","Chautauqua","Chautauqua Energy, Inc.","17919","00","00","GD","Lakeshore","NR","Reed 1","Sherman","Medina","1","200","0","0","2010"
"31029256910001","Erie","U. S. Energy Development Corporation","25691","00","01","GD","Brant-Eden","PA","Doyle 1","Eden","Not Applicable","0","0","0","0","2010"
"31013053210000","Chautauqua","Vertical Energy, Inc.","05321","00","00","OD","Busti","AC","Towne Robert E 3","Busti","Glade","12","","1","7","2010"
"31003226330000","Allegany","Klein Oil & Logging","22633","00","00","OD","Richburg","AC","Lot 53 K-15","Alma","Richburg","12","1","7","37","2010"
"31003100980000","Allegany","Sam Koehler Enterprises, Inc.","10098","00","00","OD","Richburg","AC","A-H Lot 80-8-80","Alma","Richburg","12","0","0","34","2010"
"31013191120000","Chautauqua","K. Petroleum, Inc.","19112","00","00","GD","Lakeshore","IN","Bly Bauer 1-260","Ellery","Medina","12","589","0","","2010"
"31029256390000","Erie","PPP Future Development Inc.","25639","00","00","GW","New Field Wildcat","AC","Simons 1","Wales","Medina","10","479","300","0","2010"
"31009176700000","Cattaraugus","Kent, Greg J. & Jennette M.","17670","00","00","GD","Great Valley","AC","Kent, K 1","Great Valley","Medina","0","0","0","0","2010"
"31029190040000","Erie","Shattuck, Frank E. & Carol D.","19004","00","00","GD","Brant-Eden","AC","Borchert 1","Eden","Grimsby","12","148","0","0","2010"
"31003662640000","Allegany","Eddy, Dale E.","66264","00","00","OD","Fulmer Valley","PA","Cooper  4","Andover","Fulmer Valley","12","0","1","2","2010"
"31013118800000","Chautauqua","Empire Energy E & P, LLC","11880","00","00","GD","Lakeshore","AC","Parker 403","Chautauqua","Medina","12","1553","0","","2010"
"31009232440000","Cattaraugus","Empire Energy E & P, LLC","23244","00","00","GD","Lakeshore","AC","Tussing 2","New Albion","Medina","12","981","0","","2010"
"31009258020000","Cattaraugus","Pennhills Resources, LLC","25802","00","00","OD","Bradford","AC","Young 2","Olean","Upper Devonian","12","1129","1134","588","2010"
"31003250810000","Allegany","Nathan Petroleum Corporation","25081","00","00","OD","Beech Hill-Independence","AC","Clark 18","Independence","Fulmer Valley","12","329","18","118","2010"
"31009241960000","Cattaraugus","Pennhills Resources, LLC","24196","00","00","OD","Bradford","AC","Rumsey Devonian Sec 14 Lot 1-87","Allegany","Upper Devonian","12","602","577","260","2010"
"31013182470000","Chautauqua","Empire Energy E & P, LLC","18247","00","00","GD","Lakeshore","AC","Wakefield, G 1","Ellington","Medina","12","280","0","","2010"
"31003679760000","Allegany","Sturdevant, Walter B.","67976","00","00","IW","Richburg","UM","J&R Oil Lot 8 w42","Bolivar","Richburg","0","0","0","0","2010"
"31003655830000","Allegany","Clark, Ernest E. and Richard C.","65583","00","00","OD","Ford's Brook","IN","Doty 6","Alma","Richburg","0","0","0","0","2010"
"31099117080000","Seneca","Minard Run Oil Company","11708","00","00","GD","Fayette-Waterloo","AC","Reigel 1","Fayette","Queenston","12","3727","205","0","2010"
"31013109260000","Chautauqua","Curtis & Son Oil, Inc.","10926","00","00","OD","Busti","AC","Hanson 13","Busti","Glade","1","","0","6","2010"
"31009232490000","Cattaraugus","Studley, Robert Sr. & Robert Jr.","23249","00","00","GW","Snyders Corners Pool","AC","Fee 1","Persia","Onondaga","0","0","0","0","2010"
"31121132780000","Wyoming","Lenape Resources LLC","13278","00","00","GD","Chaffee-Arcade","AC","Romain George 1","Arcade","Medina","3","312","0","0","2010"
"31009247530000","Cattaraugus","Pennhills Resources, LLC","24753","00","00","OD","Bradford","AC","Rumsey Devonian Sec 10 Lot 2 #151","Allegany","Upper Devonian","12","602","577","260","2010"
"31011159630000","Cayuga","Key Bank National Association, Trustee","15963","00","00","GD","West Auburn","AC","McIntosh 2","Springport","Queenston","12","795","0","0","2010"
"31013157860000","Chautauqua","Stedman Energy, Inc.","15786","00","00","GD","Lakeshore","AC","Gnagy2","Ellery","Medina","10","454","0","0","2010"
"31029209270000","Erie","Christian Airmen, Incorporated","20927","00","00","GD","Akron","AC","Randall; J 1","Newstead","Medina","12","337","0","0","2010"
"31013164430000","Chautauqua","PPP Future Development Inc.","16443","00","00","GD","Lakeshore","AC","Coe, D.S.NY-0003","Poland","Medina","12","1190","0","0","2010"
"31013123260000","Chautauqua","Cotton Well Drilling Company, Inc.","12326","00","00","GD","Lakeshore","AC","Hanover Fi 1","Hanover","Medina","12","841","40","","2010"
"31013190220000","Chautauqua","Stedman Energy, Inc.","19022","00","00","GD","Lakeshore","AC","Bentley, R & W 2","Ripley","Medina","9","343","0","0","2010"
"31003257550000","Allegany","PPP Future Development Inc.","25755","00","00","OD","Madison Hill","PA","Mulholland 4","Wellsville","Nunda","0","0","0","0","2010"
"31009232480000","Cattaraugus","Alma Gas Company, Inc.","23248","00","00","GD","Olean","AC","Young 1","Olean","Bradford & Chipmunk","12","299","0","0","2010"
"31029144370000","Erie","Stedman Energy, Inc.","14437","00","00","GD","Lakeview","AC","Sager 1","Evans","Medina","12","787","53","0","2010"
"31003653350000","Allegany","C.O.G. Development & Resources, Inc.","65335","00","00","OD","Richburg","IN","Meadowbank mt35","Bolivar","Richburg","0","0","0","0","2010"
"31003662740000","Allegany","Eddy, Dale E.","66274","00","00","OD","Fulmer Valley","AC","Cooper 18","Andover","Fulmer Valley","12","0","1","2","2010"
"31003604840000","Allegany","Witter, Terry L.","60484","00","00","OD","Richburg","IN","Stillman 44","Bolivar","Richburg","12","","13","6","2010"
"31013163810000","Chautauqua","Empire Energy E & P, LLC","16381","00","00","GD","Lakeshore","AC","Ambrose,R 2","Chautauqua","Medina","12","3676","0","","2010"
"31003555120000","Allegany","Simon of Bolivar Enterprises, Inc.","55512","00","00","OD","Richburg","AC","McDivitt 49","Bolivar","Richburg","0","0","0","0","2010"
"31013253240000","Chautauqua","Johnson, Mark & Troy","25324","00","00","OD","Busti","AC","Eckstrom 14-A","Busti","Glade","12","","0","200","2010"
"31029223690000","Erie","Seneca Resources Corporation","22369","00","00","GD","Lakeview","PA","Klopp 1","Evans","Medina","12","1337","50","0","2010"
"31029225240000","Erie","Schreiner Oil and Gas, Inc.","22524","00","00","GD","East Aurora","IN","Yates 1s","Aurora","Medina","12","186","0","0","2010"
"31013122360000","Chautauqua","Empire Energy E & P, LLC","12236","00","00","GD","Lakeshore","AC","Gaus, A (473)","Arkwright","Medina","10","1976","0","","2010"
"31003225890000","Allegany","Simon of Bolivar Enterprises, Inc.","22589","00","00","OD","Richburg","AC","Bliss 27","Genesee","Richburg","12","","0","218","2010"
"31037021840000","Genesee","Iroquois Gas Corp.","02184","00","00","GD","Pavilion","IN","Adams Farm (Mix) 1925","Pavilion","Medina","0","0","0","0","2010"
"31009246970000","Cattaraugus","Dallas Energy, LLC","24697","00","00","OD","Bradford","AC","Potter Lumber PL1","Carrollton","Chipmunk & Bradford 3rd","12","857","936","485","2010"
"31013184160000","Chautauqua","Chautauqua Energy, Inc.","18416","00","00","GD","Lakeshore","NR","Nickerson 3","Clymer","Medina","1","200","0","0","2010"
"31009118370000","Cattaraugus","McCracken Oil & Gas, LLC","11837","00","00","OD","Bradford","PA","Clark W-23","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","","1","11","2010"
"31009259380001","Cattaraugus","Pennhills Resources, LLC","25938","00","01","OD","Bradford","AC","Young 85","Olean","Upper Devonian","5","381","548","201","2010"
"31003678400000","Allegany","J. J. Bucher Producing Corporation","67840","00","00","OD","Browning","IN","Browning 3","Scio","Scio","0","0","0","0","2010"
"31009246150000","Cattaraugus","Case Brothers Inc.","24615","00","00","OD","Bradford","AC","Stewart-Matson 40A","Carrollton","Chipmunk, Bradford 1st,2nd,3rd","12","","15","124","2010"
"31009639790000","Cattaraugus","Peck, Horace G. Jr. & Ellen M.","63979","00","00","OD","Four Mile","PA","Lucco No 4-U","Allegany","Bradford Third","12","","0","13","2010"
"31009249300000","Cattaraugus","McCracken Oil & Gas, LLC","24930","00","00","OD","Bradford","AC","Beardsley B-8","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","576","10","344","2010"
"31013117510000","Chautauqua","Empire Energy E & P, LLC","11751","00","00","GD","Lakeshore","PA","Vandette 356","Stockton","Medina","0","0","0","","2010"
"31011196400000","Cayuga","Minard Run Oil Company","19640","00","00","GD","West Auburn","AC","Quill (Kirschner) 423-5","Aurelius","Queenston","12","860","0","0","2010"
"31013185180000","Chautauqua","PPP Future Development Inc.","18518","00","00","GD","Lakeshore","AC","Scolton 1","Ellington","Grimsby","12","1277","0","","2010"
"31101213950000","Steuben","Sam Koehler Enterprises, Inc.","21395","00","00","OD","Beech Hill-Independence","AC","Allen 9","West Union","Fulmer Valley","6","","1","19","2010"
"31013014720000","Chautauqua","Seneca Resources Corporation","01472","00","00","GD","Lakeshore","PA","Szydlo P 2019-I","Arkwright","Medina","12","739","0","0","2010"
"31013109190000","Chautauqua","Empire Energy E & P, LLC","10919","00","00","GD","Lakeshore","AC","Smith Unit 69","Pomfret","Medina","12","678","0","","2010"
"31121182300000","Wyoming","United States Gypsum Company","18230","00","00","GD","Danley Corners","AC","Pfaff 1","Bennington","Medina","12","440","0","0","2010"
"31003187190000","Allegany","J. J. Bucher Producing Corporation","18719","00","00","OD","Ceres","AC","Rixford 5","Bolivar","Richburg","12","","130","41","2010"
"31015228910000","Chemung","Repsol Oil & Gas USA, LLC","22891","00","00","GE","Wilson Hollow","AC","Parker 1401","Catlin","Black River","11","314943","1203","0","2010"
"31003201890000","Allegany","Klein Oil & Logging","20189","00","00","OD","Richburg","AC","Lot 53 K8-53","Alma","Richburg","12","1","7","37","2010"
"31009157650000","Cattaraugus","Hydrocarbon Generation, Inc.","15765","00","00","GW","Chipmunk","IN","Flatstone 1","Carrollton","Onondaga","12","100","0","0","2010"
"31029034280000","Erie","Iroquois Gas Corp.","03428","00","00","GD","Lakeview","PA","Elemke W F 1","Brant","Medina","0","0","0","0","2010"
"31009132960000","Cattaraugus","McCracken, Carl A. III","13296","00","00","OD","Bradford","PA","Goodman 018","Carrollton","Chipmunk","12","","2","22","2010"
"31009655520000","Cattaraugus","Little, Jay R.","65552","00","00","OD","Chipmunk","AC","Pfouts II 4","Carrollton","Chipmunk","10","0","0","77","2010"
"31013182480000","Chautauqua","Empire Energy E & P, LLC","18248","00","00","GD","Lakeshore","AC","Wakefield, G 2","Ellington","Medina","12","921","0","","2010"
"31009241560000","Cattaraugus","Pennhills Resources, LLC","24156","00","00","OD","Bradford","AC","Rumsey Devonian Sec 14 Lot 1-63","Allegany","Bradford & Chipmunk","12","602","578","260","2010"
"31009622190000","Cattaraugus","M. J. McCaffery Oil Co.","62219","00","00","OD","Chipmunk","NR","Roggenbaum 10","Carrollton","Chipmunk","2","","0","1","2010"
"31003100760000","Allegany","Sam Koehler Enterprises, Inc.","10076","00","00","OD","Richburg","AC","A-H Lot 80-3-80","Alma","Richburg","12","0","0","44","2010"
"31013181580000","Chautauqua","Empire Energy E & P, LLC","18158","00","00","GD","Lakeshore","AC","Bruce,R 2","Ellington","Medina","12","1331","0","","2010"
"31013222510000","Chautauqua","Stedman Energy, Inc.","22251","00","00","GD","Lakeshore","AC","Gould, F 1","Harmony","Medina","2","17","0","0","2010"
"31013197610000","Chautauqua","Empire Energy E & P, LLC","19761","00","00","GD","Lakeshore","AC","Stewart, R 5","Hanover","Medina","12","255","0","","2010"
"31121176790000","Wyoming","United States Gypsum Company","17679","00","00","GD","Danley Corners","AC","Unselt 1","Bennington","Medina","12","1724","20","0","2010"
"31013111540000","Chautauqua","Empire Energy E & P, LLC","11154","00","00","GD","Lakeshore","AC","Anderson (150)","Stockton","Medina","12","633","0","","2010"
"31037213110000","Genesee","United States Gypsum Company","21311","00","00","GD","Indian Falls","AC","Halik, W & C 1","Pembroke","Medina","12","3486","0","0","2010"
"31009187520000","Cattaraugus","BFL Minerals, LLC","18752","00","00","OE","Five Mile","PA","Kramph 1b","Allegany","Chipmunk","0","0","0","0","2010"
"31003242680000","Allegany","Sam Koehler Enterprises, Inc.","24268","00","00","OD","Beech Hill-Independence","AC","Mervine 42","Independence","Fulmer Valley","12","727","14","61","2010"
"31013181500000","Chautauqua","Empire Energy E & P, LLC","18150","00","00","GD","Lakeshore","AC","Stearns, L 1","Poland","Medina","12","1572","40","","2010"
"31013150070000","Chautauqua","Empire Energy E & P, LLC","15007","00","00","GD","Lakeshore","AC","Nickerson,L 2","Chautauqua","Medina","12","494","0","","2010"
"31029201960000","Erie","Stedman Energy, Inc.","20196","00","00","GD","Brant-Eden","AC","Vacco-Renaldo Unit 2","Evans","Grimsby","10","2919","0","0","2010"
"31013138810000","Chautauqua","Empire Energy E & P, LLC","13881","00","00","GD","Lakeshore","AC","Akin 2","Chautauqua","Medina","12","2017","0","","2010"
"31037213440000","Genesee","Le Roy Central School","21344","00","00","GD","Uhley Corners-Caledonia","AC","Fee 3","Le Roy","Medina","12","419","15","0","2010"
"31037117780000","Genesee","Alden Aurora Gas Company, Inc.","11778","00","00","GD","Alden-Lancaster","AC","M. Wozniak 1","Darien","Medina","12","685","0","0","2010"
"31013193730000","Chautauqua","PPP Future Development Inc.","19373","00","00","OW","Ellery","IN","Hammond Unit 2","Ellery","Onondaga","12","0","0","0","2010"
"31003608240000","Allegany","Emerald Oil Company LLC","60824","00","00","OD","Richburg","UL","Monahan 7","Wirt","Richburg","12","10","10","9","2010"
"31013255210000","Chautauqua","Stedman Energy, Inc.","25521","00","00","GD","Lakeshore","AC","Seth 1","Harmony","Medina","12","10017","0","0","2010"
"31029132280000","Erie","Stedman Energy, Inc.","13228","00","00","GD","Brant-Eden","AC","Garcia 1","Evans","Grimsby","1","236","0","0","2010"
"31013148790000","Chautauqua","Empire Energy E & P, LLC","14879","00","00","GD","Lakeshore","AC","NYSRA 11-1288","North Harmony","Medina","12","1910","80","","2010"
"31009104880000","Cattaraugus","Cal Ban Corp.","10488","00","00","OD","Five Mile","NR","Cash Kinley 24","Allegany","Bradford","0","0","0","0","2010"
"31009665940000","Cattaraugus","McCracken, Cory","66594","00","00","OD","Chipmunk","AC","Sutter 25","Allegany","Chipmunk","10","","141","22","2010"
"31013185650000","Chautauqua","Empire Energy E & P, LLC","18565","00","00","GD","Lakeshore","AC","Smith, X 2","Poland","Medina","12","2329","0","","2010"
"31013209730000","Chautauqua","Empire Energy E & P, LLC","20973","00","00","GD","Lakeshore","AC","Davis, R 3","Chautauqua","Medina","12","1512","40","","2010"
"31013186580000","Chautauqua","PPP Future Development Inc.","18658","00","00","GD","Lakeshore","IN","Bly 3","Ellington","Medina","12","466","6","","2010"
"31009054420000","Cattaraugus","Copper Ridge Oil, Inc.","05442","00","00","OD","Five Mile","PA","Schorman 22","Allegany","Bradford Third","4","","1","4","2010"
"31009677670000","Cattaraugus","Perkins & Perkins Oil Co. Inc.","67767","00","00","OD","Four Mile","AC","Oak Hill 13","Allegany","Bradford","0","","0","0","2010"
"31029244720000","Erie","PPP Future Development Inc.","24472","00","00","GD","North Collins","AC","Sion 1","North Collins","Medina","12","2931","120","0","2010"
"31013120170000","Chautauqua","Curtis & Son Oil, Inc.","12017","00","00","OD","Busti","IN","Griffin 3","Busti","Glade","0","0","0","0","2010"
"31013225870000","Chautauqua","Empire Energy E & P, LLC","22587","00","00","GD","Lakeshore","AC","Morrison 2","Portland","Medina","12","1605","0","","2010"
"31003608470000","Allegany","Plants and Goodwin, Inc.","60847","00","00","OD","Richburg","PA","Green 214","Bolivar","Richburg","12","0","3","4","2010"
"31013126100000","Chautauqua","Empire Energy E & P, LLC","12610","00","00","GD","Lakeshore","AC","Boyd 524","Stockton","Medina","10","575","0","","2010"
"31003152800000","Allegany","Sam Koehler Enterprises, Inc.","15280","00","00","OW","Richburg","AC","Lot 65-Ford Brook 10","Alma","Richburg","12","0","0","25","2010"
"31009640160000","Cattaraugus","W. A. Boser Oil","64016","00","00","OD","Chipmunk","AC","Maloney Devonian 5","Allegany","Chipmunk","12","","19","17","2010"
"31003668890000","Allegany","Veno, Nicholas and Morgan","66889","00","00","OD","Ceres","AC","Bucher 1","Genesee","Waugh & Porter","12","0","100","0","2010"
"31029032200000","Erie","Iroquois Gas Corp.","03220","00","00","GD","Alden-Lancaster","PA","Chaplin H 2","Lancaster","Medina","0","0","0","0","2010"
"31009606540000","Cattaraugus","SWEPI LP","60654","00","00","OD","Bradford","PA","Enter. Transit 78","Allegany","Bradford","12","0","0","90","2010"
"31017262660000","Chenango","Minard Run Oil Company","26266","00","00","GE","Bradley Brook - Herkimer pool","AC","Davis, C. 2H","Smyrna","Herkimer","12","99614","0","","2010"
"31003253460001","Allegany","Sam Koehler Enterprises, Inc.","25346","00","01","OD","Fulmer Valley","AC","Otis Eastern 21","Andover","Penny & Fulmer Valley","12","49","335","416","2010"
"31003635950000","Allegany","J and R Oil Company","63595","00","00","OD","Scio","IN","Harris - 010","Ward","Scio","0","0","0","0","2010"
"31029182320000","Erie","JKR Development, LLC","18232","00","00","GD","Brant-Eden","AC","Thomas 1","North Collins","Medina","12","183","0","0","2010"
"31013189410000","Chautauqua","Stedman Energy, Inc.","18941","00","00","GD","Lakeshore","AC","Bennett et al 1","Busti","Medina","12","333","0","0","2010"
"31009276650000","Cattaraugus","McCracken Oil & Gas, LLC","27665","00","00","OD","Bradford","PA","Hanson 2","Carrollton","Bradford 2nd & 3rd","6","991","150","1332","2010"
"31013144490000","Chautauqua","PPP Future Development Inc.","14449","00","00","GD","Lakeshore","AC","Anderson, E Unit 1","Busti","Grimsby","0","0","0","0","2010"
"31029200020000","Erie","Stedman Energy, Inc.","20002","00","00","GD","Brant-Eden","AC","Chiavetta 3","Brant","Medina","1","6","0","0","2010"
"31013179620000","Chautauqua","PPP Future Development Inc.","17962","00","00","GD","Lakeshore","AC","Chautauqua Co 4","Ellery","Medina","12","2358","95","0","2010"
